node1,node2,flow,AFRC,class
1026,17468,-1.0,-15,1
11475,28756,1.0,2,0
2357,17465,-1.0,-8,1
1586,11479,-1.0,-18,1
5211,18544,-1.0,-5,1
19577,37613,1.0,2,0
19576,37609,1.0,2,0
19572,37602,1.0,2,0
5858,19568,-1.0,-9,1
19580,37618,1.0,2,0
14456,19566,-1.0,-6,1
19563,37598,1.0,2,0
1952,8399,-1.0,-6,1
19560,37594,1.0,2,0
16704,19592,-1.0,-6,1
9297,19600,-1.0,-5,1
6474,19599,-1.0,-13,1
19598,37634,1.0,2,0
2855,4133,1.0,-16,1
19587,37624,1.0,2,0
19025,19586,-1.0,-8,1
19585,37622,1.0,2,0
19559,37593,1.0,2,0
19558,37592,1.0,2,0
19532,20932,1.0,5,0
11315,19539,-1.0,-13,1
19536,37553,1.0,2,0
10608,13396,1.0,-5,1
2169,19528,-1.0,-32,1
19527,37539,1.0,2,0
2516,19540,-1.0,-15,1
19541,23381,1.0,3,0
31,10606,-1.0,-67,1
4971,19554,-1.0,-12,1
31,19553,-1.0,-67,1
19552,37579,1.0,2,0
10316,19550,-1.0,-5,1
19548,37561,1.0,2,0
19602,26305,1.0,3,0
19674,37719,1.0,2,0
19665,37712,1.0,2,0
19678,37721,1.0,2,0
19664,37710,1.0,2,0
14863,19662,-1.0,5,0
19659,37700,1.0,2,0
70,19656,-1.0,-9,1
19677,37720,1.0,2,0
8752,19702,-1.0,-8,1
3831,10542,-1.0,-9,1
19698,37739,1.0,2,0
19680,37723,1.0,2,0
19690,37730,1.0,2,0
19688,37729,1.0,2,0
19686,37727,1.0,2,0
19683,37725,1.0,2,0
19612,19623,-1.0,-7,1
19619,37661,1.0,2,0
10586,19618,-1.0,-6,1
8408,26125,1.0,2,0
19646,37688,1.0,2,0
10562,27937,1.0,2,0
19609,37645,1.0,2,0
19608,37644,1.0,2,0
19607,21286,1.0,6,0
10917,19628,-1.0,-21,1
19643,37685,1.0,2,0
1564,19640,-1.0,-8,1
19637,37680,1.0,2,0
9633,19635,-1.0,-6,1
19634,37678,1.0,2,0
19629,37669,1.0,2,0
19526,37538,1.0,2,0
2647,19704,-1.0,-14,1
10664,28038,1.0,2,0
6254,19400,-1.0,-8,1
19399,37404,1.0,2,0
19397,37402,1.0,2,0
828,10671,-1.0,-13,1
10663,28036,1.0,2,0
19383,37374,1.0,2,0
19402,37413,1.0,2,0
19405,37416,1.0,2,0
19426,21042,1.0,5,0
19423,33203,1.0,3,0
17162,19422,-1.0,-7,1
2079,19420,-1.0,-6,1
4275,19406,-1.0,-12,1
19414,37427,1.0,2,0
19411,37424,1.0,2,0
848,19408,-1.0,-13,1
1631,19374,-1.0,-30,1
19372,37367,1.0,2,0
2318,19338,-1.0,-25,1
19334,37317,1.0,2,0
19370,37366,1.0,2,0
5062,19333,-1.0,-8,1
19326,37308,1.0,2,0
4243,19351,-1.0,-5,1
2498,10682,-1.0,-34,1
19362,37352,1.0,2,0
4497,8359,-1.0,-8,1
19356,37340,1.0,2,0
19352,37331,1.0,2,0
19427,37444,1.0,2,0
3038,19501,-1.0,-36,1
4729,19500,-1.0,-14,1
19497,37507,1.0,2,0
19506,37515,1.0,2,0
2804,10650,-1.0,-5,1
2247,19520,-1.0,-8,1
19517,24128,1.0,-5,1
19508,37517,1.0,2,0
3353,19515,-1.0,-6,1
2943,22946,1.0,2,0
4624,19511,-1.0,-5,1
10627,11714,1.0,2,0
19483,37500,1.0,2,0
9880,19454,-1.0,-6,1
3124,8380,-1.0,-19,1
19449,37470,1.0,2,0
19442,37464,1.0,2,0
19482,37499,1.0,2,0
19434,37452,1.0,2,0
5293,19431,-1.0,-12,1
19459,37478,1.0,2,0
5446,19479,-1.0,-8,1
5561,19477,-1.0,-20,1
10634,27994,1.0,2,0
4322,19471,-1.0,-12,1
19466,37486,1.0,2,0
10637,27999,1.0,2,0
8384,26099,1.0,2,0
8383,26098,1.0,2,0
14,19703,-1.0,-23,1
170,19956,-1.0,-22,1
19965,22861,1.0,-8,1
19963,38095,1.0,2,0
19962,38094,1.0,2,0
8780,10422,-1.0,-6,1
19961,38090,1.0,2,0
19955,38083,1.0,2,0
19952,21561,1.0,5,0
19950,38076,1.0,2,0
10425,27819,1.0,2,0
6121,19947,-1.0,-11,1
8495,26197,1.0,2,0
3632,10405,-1.0,-8,1
10406,27804,1.0,2,0
8499,26200,1.0,2,0
19975,38110,1.0,2,0
19969,38108,1.0,2,0
10418,27811,1.0,2,0
1544,19946,-1.0,-12,1
8515,19945,-1.0,-15,1
19910,27880,1.0,2,0
894,19916,-1.0,-11,1
19914,38042,1.0,2,0
19911,23809,1.0,-6,1
19942,38071,1.0,2,0
8482,26182,1.0,2,0
19904,38023,1.0,2,0
19900,38017,1.0,2,0
8483,26184,1.0,2,0
19920,38045,1.0,2,0
19941,25245,1.0,3,0
9873,19933,-1.0,-5,1
1768,19931,-1.0,-15,1
19927,38058,1.0,2,0
19926,38057,1.0,2,0
1697,19924,-1.0,-13,1
19922,38050,1.0,2,0
10404,27803,1.0,2,0
19898,38016,1.0,2,0
20040,38166,1.0,2,0
3980,20049,-1.0,-20,1
10369,27774,1.0,2,0
2487,22791,1.0,2,0
2954,8512,-1.0,-16,1
1169,20037,-1.0,-29,1
2331,20036,-1.0,-31,1
10375,10711,1.0,-8,1
10376,27778,1.0,2,0
1395,20050,-1.0,-37,1
19985,38120,1.0,2,0
20065,38191,1.0,2,0
20078,29298,1.0,3,0
20077,38195,1.0,2,0
10875,20069,-1.0,-7,1
1923,20060,-1.0,-7,1
20058,38187,1.0,2,0
8963,20056,-1.0,-13,1
4989,20004,-1.0,-11,1
7973,19999,-1.0,-7,1
19582,19998,-1.0,2,0
10397,27798,1.0,2,0
3608,20028,-1.0,-26,1
774,19991,-1.0,-30,1
5968,19989,-1.0,-8,1
12334,19988,-1.0,-5,1
9484,20008,-1.0,-7,1
10389,27789,1.0,2,0
5773,20009,-1.0,-5,1
2507,22798,1.0,2,0
1006,20017,-1.0,-6,1
2519,7023,1.0,-7,1
10384,11368,1.0,-7,1
8037,20010,-1.0,-5,1
10111,19897,-1.0,-13,1
6121,19767,-1.0,-10,1
19766,37866,1.0,2,0
19763,37864,1.0,2,0
10505,10785,1.0,-7,1
19761,37860,1.0,2,0
6062,19757,-1.0,-15,1
5402,19753,-1.0,-12,1
19751,37826,1.0,2,0
19772,37874,1.0,2,0
11,10498,-1.0,-22,1
2742,19790,-1.0,-22,1
19788,37889,1.0,2,0
761,10495,-1.0,-21,1
10512,27898,1.0,3,0
10532,27909,1.0,2,0
19724,37779,1.0,2,0
4501,19723,-1.0,-7,1
4337,19715,-1.0,-14,1
19712,37760,1.0,2,0
19709,37757,1.0,2,0
6291,19726,-1.0,-5,1
16957,19727,-1.0,-8,1
2708,19729,-1.0,-13,1
19746,37811,1.0,2,0
9548,10516,-1.0,-8,1
6061,19742,-1.0,-13,1
8438,26146,1.0,2,0
6898,10518,-1.0,-7,1
19738,37799,1.0,2,0
19735,37794,1.0,2,0
2954,19733,-1.0,-17,1
19794,37900,1.0,2,0
10447,27851,1.0,2,0
19869,19870,-1.0,-7,1
19869,37998,1.0,-6,1
16370,19867,-1.0,2,0
2648,19864,-1.0,-8,1
19859,37987,1.0,2,0
5045,19858,-1.0,-8,1
19853,37982,1.0,2,0
19873,38003,1.0,2,0
19799,37904,1.0,2,0
19890,38011,1.0,2,0
10437,27841,1.0,2,0
19884,38008,1.0,2,0
19874,38004,1.0,2,0
19877,38005,1.0,2,0
19852,37981,1.0,2,0
19812,24409,1.0,-5,1
19813,37922,1.0,2,0
19805,37913,1.0,2,0
19804,31269,1.0,2,0
1704,19821,-1.0,-16,1
4094,19822,-1.0,-9,1
10478,27872,1.0,2,0
8473,14761,1.0,-5,1
4322,10463,-1.0,-12,1
3389,10466,-1.0,-19,1
19834,37953,1.0,2,0
19833,37952,1.0,2,0
2614,19324,-1.0,-26,1
6588,18824,-1.0,-10,1
10931,28277,1.0,2,0
18822,36676,1.0,2,0
2712,18819,-1.0,-8,1
18813,36667,1.0,2,0
18826,36683,1.0,2,0
10936,28281,1.0,2,0
3283,18804,-1.0,-31,1
530,18859,-1.0,-9,1
10924,28274,1.0,2,0
556,18837,-1.0,-37,1
638,18835,-1.0,-50,1
18832,36692,1.0,2,0
4646,18831,-1.0,-7,1
18796,36645,1.0,2,0
18767,36606,1.0,2,0
2575,8233,-1.0,-36,1
8246,18763,-1.0,-7,1
18793,36639,1.0,2,0
274,8240,-1.0,-12,1
3527,23146,1.0,2,0
9326,18779,-1.0,4,0
18778,36626,1.0,2,0
18918,36787,1.0,2,0
2839,18914,-1.0,-8,1
10896,28254,1.0,2,0
1649,18909,-1.0,-12,1
18908,36777,1.0,2,0
18907,36776,1.0,2,0
18906,36775,1.0,2,0
18920,36790,1.0,2,0
865,18862,-1.0,-64,1
6692,10881,-1.0,-7,1
10882,28238,1.0,2,0
18940,36813,1.0,2,0
18939,36812,1.0,2,0
6527,18934,-1.0,-17,1
18923,36794,1.0,2,0
434,18926,-1.0,-110,1
17011,18924,-1.0,-5,1
1413,18903,-1.0,-15,1
18868,36736,1.0,2,0
18869,36738,1.0,2,0
10711,18865,-1.0,-6,1
10917,17495,1.0,-18,1
16972,18882,-1.0,2,0
18895,36764,1.0,2,0
18892,36761,1.0,2,0
