flow1,flow2,edge1,edge2
-0.0233463035019455,-0.00390625,"4,1196","4,1195"
0.01171875,0.1023622047244094,"6,1834","1834,5851"
-0.0817120622568093,-0.0472440944881889,"7,425","7,3718"
0.00390625,-0.0078125,"8,1158","696,1158"
-0.0441558441558441,0.0363636363636363,"9,4460","9,4766"
-0.1152263374485596,-0.1282051282051282,"10,718","10,2938"
0.0349185234452943,-0.0714285714285714,"11,1670","11,911"
0.0123456790123456,0.048780487804878,"12,2059","2059,3595"
0.1245136186770428,0.7354085603112841,"13,3850","3850,4316"
0.125,-0.11284046692607,"21,303","303,3182"
-0.0001875,0.032,"24,3370","24,3402"
0.0815708547759508,-0.0489510489510489,"25,1536","25,4988"
-0.1767676767676767,-0.0038910505836575,"26,4466","2257,4466"
0.0038910505836575,-0.0655737704918032,"27,743","743,1269"
0.0076628352490421,-0.0140845070422535,"30,1103","1103,5119"
-0.3989304204357968,0.2211981566820276,"31,2028","31,2620"
0.0039215686274509,-0.0272373540856031,"32,3769","2269,3769"
0.0303030303030303,-0.0077821011673151,"33,3361","3361,4496"
0.1358695652173913,0.015625,"35,493","493,1748"
-0.2970711297071129,-0.1975806451612903,"38,4244","38,1606"
0.015625,-0.0233463035019455,"42,708","708,1081"
0.0039525691699604,-0.0078740157480314,"43,53","53,5112"
-0.0609756097560975,0.0121951219512195,"44,1804","44,5131"
-0.0098039215686274,0.0196078431372549,"49,438","49,1970"
-0.00390625,-0.0826771653543307,"51,4308","51,5158"
-0.1363636363636363,0.375,"52,3737","52,4462"
-0.0115668680949765,-0.0544747081712062,"54,2239","54,5508"
-0.0377358490566037,0.0943396226415094,"57,546","57,5425"
-0.0311284046692607,0.0272373540856031,"17,64","64,833"
0.2402949959279703,0.1556420233463035,"72,2347","72,2385"
0.01953125,-0.0156862745098039,"76,785","785,2645"
-0.1270491803278688,0.2418032786885245,"80,609","80,1517"
0.47265625,0.0078740157480314,"81,6270","6270,6281"
0.046692607003891,-0.0311284046692607,"84,374","374,616"
0.1215686274509803,-0.0912698412698412,"89,1082","1082,5078"
0.0656370656370656,0.0117647058823529,"90,2470","2470,3403"
-0.0158730158730158,-0.0980392156862745,"91,2483","91,4844"
