node1,node2,flow,betweenness,degree,class
51229,79241,1.0,2.46472745962997e-06,5,1
51228,107983,1.0,1.2846307671053476e-10,2,1
51237,107999,1.0,1.2846307671053476e-10,2,1
31833,71313,1.0,2.4497909896808545e-06,4,1
36014,51224,-1.0,2.492589194626002e-06,7,1
61122,121588,1.0,3.8538923013160426e-10,3,1
3279,61111,-1.0,8.026563226034004e-09,8,1
31783,80258,1.0,1.3374202689037068e-06,4,1
11251,51252,-1.0,2.2960660974478806e-06,8,1
61112,121573,1.0,1.2846307671053476e-10,2,1
51250,108015,1.0,1.2846307671053476e-10,2,1
61115,121574,1.0,2.569261534210695e-10,3,1
61117,121575,1.0,1.2846307671053476e-10,2,1
32569,47692,1.0,8.038893919165411e-07,5,1
26803,61422,-1.0,2.7725005690430124e-09,14,1
33475,50531,1.0,7.994774213735617e-07,7,1
50306,106771,1.0,1.2846307671053476e-10,2,1
50305,106770,1.0,1.2846307671053476e-10,2,1
50301,106765,1.0,1.2846307671053476e-10,2,1
33485,39646,1.0,8.430441799545515e-07,14,1
50295,72306,1.0,5.787594901202882e-07,8,1
61430,110339,1.0,4.551091932088886e-08,4,1
51102,61431,-1.0,5.9260807531902107e-08,6,1
50313,106779,1.0,1.2846307671053476e-10,2,1
33457,48679,1.0,3.671082735710155e-07,8,1
50324,83552,1.0,2.141051278508913e-10,5,1
50318,106784,1.0,1.2846307671053476e-10,2,1
7433,50266,-1.0,4.167192379077616e-07,13,1
33590,85735,1.0,1.2846307671053476e-10,2,1
50267,106706,1.0,1.2846307671053476e-10,2,1
50265,106705,1.0,1.2846307671053476e-10,2,1
45108,61446,-1.0,1.6976053084388247e-06,9,1
50262,50578,1.0,7.000181892938404e-07,8,1
50261,106701,1.0,2.569261534210695e-10,3,1
33582,60762,1.0,2.569261534210695e-10,3,1
33575,85721,1.0,1.2846307671053476e-10,2,1
33521,85673,1.0,1.2846307671053476e-10,2,1
33538,85693,1.0,1.2846307671053476e-10,2,1
33524,85678,1.0,1.865783452153179e-07,6,1
50281,106737,1.0,1.2846307671053476e-10,2,1
61437,121961,1.0,1.2846307671053476e-10,2,1
33570,85716,1.0,2.117492396824131e-06,6,1
9990,33552,-1.0,1.8200790030623356e-06,14,1
61439,121966,1.0,1.2846307671053476e-10,2,1
33560,85702,1.0,1.2846307671053476e-10,2,1
10743,50341,-1.0,5.371877772665511e-07,9,1
33611,85763,1.0,1.2846307671053476e-10,2,1
50400,59541,1.0,5.779909444778621e-07,7,1
26790,50399,-1.0,2.4724467207060425e-06,12,1
33335,71734,1.0,4.649030680872299e-07,5,1
61399,121926,1.0,1.2846307671053476e-10,2,1
50396,106859,1.0,1.2846307671053476e-10,2,1
50394,106854,1.0,1.0136844668837185e-06,4,1
22989,50391,-1.0,4.847810798025664e-07,12,1
33356,85522,1.0,1.2846307671053476e-10,2,1
61401,121929,1.0,1.2846307671053476e-10,2,1
61402,100324,1.0,2.4466165280151795e-06,5,1
50424,106891,1.0,1.2846307671053476e-10,2,1
8660,61386,-1.0,1.6552460276253986e-06,15,1
61388,121919,1.0,1.2846307671053476e-10,2,1
50422,106886,1.0,1.2846307671053476e-10,2,1
50419,106884,1.0,1.2846307671053476e-10,2,1
50416,106879,1.0,1.2846307671053476e-10,2,1
50412,106873,1.0,1.2846307671053476e-10,2,1
8402,64882,1.0,1.2846307671053476e-10,2,1
50385,99351,1.0,1.2846307671053476e-10,4,1
6017,61415,-1.0,1.4253266893688495e-06,15,1
25739,33421,-1.0,2.569261534210695e-10,6,1
33422,68347,1.0,1.2846307671053476e-10,6,1
43754,50354,-1.0,3.355179044050934e-09,4,1
33431,85596,1.0,1.2846307671053476e-10,2,1
43538,50364,-1.0,2.018264329548935e-06,13,1
23225,33432,-1.0,2.3878403924755453e-06,9,1
42685,50347,-1.0,2.0720895078614103e-06,4,1
61418,121948,1.0,1.2846307671053476e-10,2,1
61419,121949,1.0,1.2846307671053476e-10,2,1
50363,106828,1.0,1.2846307671053476e-10,2,1
61404,121931,1.0,1.2846307671053476e-10,2,1
50382,106845,1.0,1.2846307671053476e-10,2,1
33376,85545,1.0,1.2846307671053476e-10,4,1
50381,106840,1.0,1.2846307671053476e-10,2,1
61408,121938,1.0,1.2846307671053476e-10,2,1
39589,50371,-1.0,3.553769499293477e-10,6,1
61411,121941,1.0,1.2846307671053476e-10,2,1
50258,106699,1.0,9.54942720828074e-10,5,1
19501,33762,-1.0,8.071756851036252e-07,9,1
50129,61012,1.0,2.569261534210695e-10,3,1
50127,106535,1.0,1.2846307671053476e-10,2,1
50124,106529,1.0,3.824341319394334e-07,4,1
30618,50121,-1.0,2.0775239493725983e-06,8,1
25836,61493,-1.0,1.9237436597404156e-06,8,1
50118,106526,1.0,1.2846307671053476e-10,2,1
50144,106562,1.0,1.2846307671053476e-10,2,1
50158,106580,1.0,1.2846307671053476e-10,2,1
50157,106578,1.0,5.13852306842139e-10,4,1
50147,101786,1.0,5.286644449464505e-07,5,1
61491,92057,1.0,1.197500457909801e-06,5,1
24741,33787,-1.0,4.941180376458449e-08,8,1
61487,122031,1.0,1.2846307671053476e-10,2,1
50141,106556,1.0,1.2846307671053476e-10,2,1
50140,106553,1.0,3.0092525777327817e-07,4,1
19954,50138,-1.0,2.3272473135846432e-06,8,1
50137,106546,1.0,1.2846307671053476e-10,2,1
33899,86077,1.0,1.2846307671053476e-10,2,1
50081,106495,1.0,1.2846307671053476e-10,2,1
33913,86093,1.0,1.2846307671053476e-10,2,1
50077,69300,1.0,1.1427561041156576e-06,10,1
50073,106485,1.0,1.2846307671053476e-10,2,1
50071,106482,1.0,1.2846307671053476e-10,2,1
11333,61501,-1.0,3.637196588624584e-08,14,1
50070,98982,1.0,2.569261534210695e-10,3,1
50110,106524,1.0,1.2846307671053476e-10,2,1
33850,60056,1.0,1.4355873827679362e-06,7,1
61494,122042,1.0,1.2846307671053476e-10,2,1
12456,33862,-1.0,1.6704153349941673e-06,8,1
33868,86038,1.0,8.93748016433359e-08,4,1
50102,61793,1.0,1.4828982427451791e-06,5,1
50101,101929,1.0,1.9269461506580213e-10,5,1
1616,33894,-1.0,1.496517765831704e-05,134,0
50093,54659,1.0,2.569261534210695e-10,5,1
50089,106501,1.0,1.2846307671053476e-10,2,1
33619,85772,1.0,1.2846307671053476e-10,2,1
50227,63272,1.0,1.027704613684278e-09,4,1
33666,56336,1.0,3.8538923013160426e-10,4,1
16222,50223,-1.0,2.4836194830703384e-09,7,1
50217,106657,1.0,1.2846307671053476e-10,2,1
61458,117539,1.0,6.773519774321593e-07,5,1
50213,106650,1.0,3.8538923013160426e-10,3,1
50212,52224,1.0,1.374179521778782e-06,6,1
50209,78818,1.0,1.1676880370927785e-06,6,1
50207,106643,1.0,1.0592532584315601e-06,5,1
50201,83772,1.0,5.830965143424047e-07,4,1
61449,121984,1.0,1.2846307671053476e-10,2,1
50246,106685,1.0,1.2846307671053476e-10,2,1
33639,77444,1.0,1.812270713846458e-06,5,1
50242,106682,1.0,1.2846307671053476e-10,2,1
61452,64490,1.0,1.71284102280713e-10,5,1
50240,106677,1.0,1.2846307671053476e-10,4,1
30172,33654,-1.0,4.282102557017825e-10,6,1
61462,121188,1.0,1.3720817346585739e-07,4,1
50170,106589,1.0,1.2846307671053476e-10,2,1
33728,85882,1.0,1.2846307671053476e-10,2,1
50179,106599,1.0,3.8538923013160426e-10,3,1
50178,66645,1.0,1.2846307671053476e-10,4,1
11409,50177,-1.0,9.22152500620916e-07,13,1
61476,86865,1.0,8.734670521003056e-08,4,1
50171,106590,1.0,1.2846307671053476e-10,2,1
61473,76078,1.0,1.6167993771299955e-06,6,1
9410,50167,-1.0,0.0002842944411357887,75,0
50165,94590,1.0,1.3701003610121475e-06,6,1
61479,122017,1.0,3.8538923013160426e-10,3,1
50194,79420,1.0,2.2938057014010506e-08,11,1
33713,85870,1.0,1.2846307671053476e-10,2,1
33714,85871,1.0,1.2846307671053476e-10,2,1
61466,92865,1.0,4.938552788101413e-07,5,1
61469,122006,1.0,1.2846307671053476e-10,2,1
27451,33722,-1.0,2.7833666620615866e-10,7,1
50188,106618,1.0,1.2846307671053476e-10,2,1
35283,50186,-1.0,4.970781563221834e-07,7,1
61385,121912,1.0,1.2846307671053476e-10,2,1
560,50661,-1.0,1.4965177658317036e-05,76,0
32805,84875,1.0,1.2846307671053476e-10,2,1
61309,121820,1.0,1.2846307671053476e-10,2,1
32811,33704,1.0,9.144924756118017e-07,5,1
31198,32814,-1.0,1.9584873784174273e-06,8,1
32815,59140,1.0,9.080072496487349e-07,8,1
50657,62391,1.0,2.569261534210695e-10,3,1
50656,107263,1.0,1.2846307671053476e-10,2,1
32822,39500,1.0,1.5579677162301873e-08,6,1
61311,121823,1.0,1.2846307671053476e-10,2,1
32834,84911,1.0,1.2846307671053476e-10,2,1
8698,65015,1.0,1.2846307671053476e-10,2,1
8718,65022,1.0,1.2846307671053476e-10,2,1
61299,121808,1.0,1.2846307671053476e-10,2,1
50672,107348,1.0,1.2846307671053476e-10,2,1
32763,84839,1.0,1.2846307671053476e-10,2,1
32766,84842,1.0,1.2846307671053476e-10,2,1
50670,107329,1.0,1.2846307671053476e-10,2,1
50668,107319,1.0,1.2846307671053476e-10,2,1
32836,84914,1.0,1.2846307671053476e-10,2,1
32838,84920,1.0,1.2846307671053476e-10,2,1
32917,85014,1.0,1.2846307671053476e-10,2,1
6714,50624,-1.0,1.5631321367205047e-06,12,1
48,50623,-1.0,1.4965177658317036e-05,233,0
32921,85018,1.0,1.2846307671053476e-10,2,1
28689,32923,-1.0,1.10822098675595e-06,15,1
50621,52740,1.0,2.569261534210695e-10,3,1
50619,107173,1.0,1.2846307671053476e-10,2,1
61330,121841,1.0,1.2846307671053476e-10,2,1
50611,107162,1.0,1.2846307671053476e-10,2,1
32946,61506,1.0,3.8538923013160426e-10,5,1
12784,32947,-1.0,1.291382210213907e-06,9,1
56816,61332,-1.0,5.5071233097032305e-08,11,1
44902,50606,-1.0,1.4304264693564222e-06,6,1
32953,85055,1.0,1.2846307671053476e-10,2,1
61327,121840,1.0,1.2846307671053476e-10,2,1
50635,67022,1.0,1.2846307671053476e-10,4,1
32858,84947,1.0,1.2846307671053476e-10,2,1
50636,62763,1.0,2.569261534210695e-10,3,1
61319,121833,1.0,1.2846307671053476e-10,2,1
61320,121834,1.0,1.2846307671053476e-10,2,1
61322,121838,1.0,1.2846307671053476e-10,2,1
61324,67973,1.0,7.326563790270906e-07,7,1
61326,65974,1.0,1.6212394321388828e-06,4,1
32735,84804,1.0,1.2846307671053476e-10,2,1
32734,61668,1.0,4.076375645211643e-09,6,1
32641,84695,1.0,1.3774713852579757e-06,5,1
39573,61288,-1.0,1.585310584441425e-07,10,1
32660,84723,1.0,1.2846307671053476e-10,4,1
32668,63340,1.0,1.6463622850433915e-06,10,1
50729,65571,1.0,4.429610127139246e-07,6,1
50728,107391,1.0,1.2846307671053476e-10,2,1
50727,107390,1.0,1.2846307671053476e-10,2,1
50725,107385,1.0,1.2846307671053476e-10,2,1
32637,84689,1.0,1.2846307671053476e-10,2,1
44210,50757,-1.0,1.2348276718612814e-06,17,1
32587,36456,1.0,7.193281329611454e-07,12,1
32589,84641,1.0,1.2846307671053476e-10,2,1
61280,93770,1.0,1.2846307671053476e-10,6,1
32598,57037,1.0,1.4448465529419734e-07,8,1
50755,54045,1.0,4.924417940570498e-10,7,1
47954,50754,-1.0,1.1561676903948129e-09,4,1
47953,50753,-1.0,2.569261534210695e-10,6,1
50752,57640,1.0,3.8538923013160426e-10,6,1
32614,37752,1.0,1.6640347757316555e-06,10,1
50751,107418,1.0,3.8538923013160426e-10,3,1
50720,107383,1.0,1.2846307671053476e-10,2,1
1859,32721,-1.0,1.8194193798051492e-05,174,0
50699,87828,1.0,2.0820260956121707e-06,9,1
50691,107363,1.0,1.2846307671053476e-10,2,1
50687,107355,1.0,1.2846307671053476e-10,2,1
32729,63901,1.0,2.2399817113236818e-06,7,1
35446,50683,-1.0,1.126383962482562e-06,8,1
2186,50681,-1.0,2.0612146924624006e-06,17,1
32732,84801,1.0,1.2846307671053476e-10,2,1
61292,101557,1.0,1.2846307671053476e-10,4,1
50718,107381,1.0,1.2846307671053476e-10,2,1
50714,107377,1.0,1.2846307671053476e-10,2,1
32687,61355,1.0,3.043510781773392e-07,9,1
32699,84764,1.0,1.2846307671053476e-10,2,1
32700,84660,1.0,2.1475318962089091e-07,10,1
8369,50604,-1.0,1.1192146146423022e-06,15,1
50602,107111,1.0,1.2846307671053476e-10,2,1
32963,39573,1.0,9.623586539404653e-07,9,1
61370,81037,1.0,7.781264233566542e-07,5,1
33188,54276,1.0,1.930012631846138e-06,5,1
50484,66542,1.0,6.411406618575328e-07,4,1
50483,106941,1.0,1.0853070368621476e-07,5,1
33198,85338,1.0,1.2846307671053476e-10,2,1
33169,85299,1.0,1.2846307671053476e-10,2,1
33168,69508,1.0,1.2846307671053476e-10,4,1
33165,85295,1.0,1.2846307671053476e-10,2,1
50509,106970,1.0,1.2846307671053476e-10,2,1
15219,61365,-1.0,2.3435638647459712e-07,9,1
50504,106958,1.0,1.2846307671053476e-10,2,1
33155,85276,1.0,1.2846307671053476e-10,2,1
33157,85281,1.0,1.5754870826633042e-06,6,1
61366,121893,1.0,1.2846307671053476e-10,2,1
33208,85351,1.0,1.2846307671053476e-10,2,1
50477,106934,1.0,1.2846307671053476e-10,2,1
50446,106909,1.0,1.2846307671053476e-10,2,1
33248,85393,1.0,1.2846307671053476e-10,2,1
25834,33250,-1.0,1.4525941552280055e-07,14,1
28826,33262,-1.0,2.3302324930441395e-06,9,1
50437,85073,1.0,1.5606858346801296e-06,5,1
23691,33276,-1.0,2.4962326654870327e-06,14,1
61373,121899,1.0,2.569261534210695e-10,3,1
61374,121900,1.0,1.2846307671053476e-10,2,1
50469,106928,1.0,1.2846307671053476e-10,2,1
50468,106925,1.0,1.2846307671053476e-10,2,1
31735,33244,-1.0,8.400231396164654e-07,10,1
33237,48194,1.0,1.7272133391597163e-07,7,1
33016,85124,1.0,3.3597070454458583e-07,5,1
8590,56336,1.0,3.8538923013160426e-10,4,1
50575,107069,1.0,1.2846307671053476e-10,2,1
61337,121862,1.0,1.2846307671053476e-10,2,1
