node1,node2,flow,AFRC,class
2557,2592,-0.4392183594637582,-6,1
2557,2592,-0.4392183594637582,-6,1
1573,5877,-0.4391686519346093,-8,1
1573,5877,-0.4391686519346093,-8,1
5707,5731,-0.4390243902439024,10,0
7620,19189,0.4390243902439024,-5,1
985,7606,-0.4390243902439024,-6,1
5169,10840,-0.4388971684053651,-8,1
5169,10840,-0.4388971684053651,-8,1
205,2710,0.43873642025028,-6,1
205,2710,0.43873642025028,-6,1
2696,10793,-0.438658428949691,-9,1
2696,10793,-0.438658428949691,-9,1
2558,7115,-0.438631221719457,-14,1
2558,7115,-0.438631221719457,-14,1
2652,2730,-0.4385408406026962,-11,1
2652,2730,-0.4385408406026962,-11,1
1026,1509,0.4384814152256012,-9,1
1026,1509,0.4384814152256012,-9,1
1745,7100,-0.43847049689441,-4,1
1745,7100,-0.43847049689441,-4,1
4167,5302,0.4383561643835616,-9,1
3235,4059,0.4382022471910112,-2,1
2734,15021,0.4380952380952381,-4,1
1395,11710,-0.4375,-3,1
6262,8126,0.4375,-4,1
2760,10897,-0.4375,-5,1
2760,10897,-0.4375,-5,1
1395,11710,-0.4375,-3,1
1661,14496,0.4375,-6,1
7588,16446,0.4375,-2,1
954,7504,-0.4375,-5,1
3540,6220,-0.4375,-4,1
7588,8646,-0.4375,-2,1
297,7460,-0.4375,-19,1
2966,15150,0.4375,-4,1
7467,7648,-0.4375,-2,1
3612,6375,0.4375,-2,1
498,7456,-0.4375,-13,1
7588,8646,-0.4375,-2,1
6526,14374,0.4375,-3,1
3057,8570,-0.4371871871871872,-2,1
3057,8570,-0.4371871871871872,-2,1
1420,14393,0.4371584699453552,-3,1
4217,15993,0.4366197183098591,-1,1
2337,4269,0.4363636363636364,-2,1
2337,4269,0.4363636363636364,-2,1
4222,17091,0.4363636363636363,-1,1
2491,5523,-0.4363636363636363,-8,1
3177,3883,0.4359351988217967,6,0
3177,3883,0.4359351988217967,6,0
2929,5334,-0.4358974358974359,-6,1
2929,5334,-0.4358974358974359,-6,1
7877,19508,0.4358974358974359,-1,1
5998,8192,-0.4358974358974359,-2,1
1484,3796,-0.4358974358974359,-9,1
5998,8192,-0.4358974358974359,-2,1
2741,2806,-0.4355971896955504,-3,1
2741,2806,-0.4355971896955504,-3,1
4977,5198,0.4354838709677419,-7,1
3691,4627,0.4354838709677419,-3,1
2652,7460,-0.4353522336769759,-13,1
2652,7460,-0.4353522336769759,-13,1
5061,6540,-0.4347826086956522,-1,1
3105,10011,0.4347826086956522,-2,1
2393,2841,-0.4347826086956522,-6,1
3523,4436,-0.4347826086956522,-4,1
7790,10089,0.4347826086956522,-2,1
5061,6540,-0.4347826086956522,-1,1
2393,2841,-0.4347826086956522,-6,1
3523,4436,-0.4347826086956522,-4,1
7790,10089,0.4347826086956522,-2,1
3105,10011,0.4347826086956522,-2,1
3238,9972,-0.4347826086956521,-7,1
6743,14155,0.4347826086956521,-4,1
6913,10116,-0.4347826086956521,-4,1
2019,14617,0.4347826086956521,-3,1
4992,10361,-0.4347826086956521,-7,1
9802,25487,0.4347826086956521,-1,1
9966,10665,0.4347826086956521,10,0
10111,26106,0.4347826086956521,-3,1
123,9847,-0.4347826086956521,-20,1
10471,18281,0.4347826086956521,-4,1
8151,9911,-0.4347826086956521,-2,1
6864,18397,0.4347826086956521,-1,1
6751,7484,0.4347826086956521,4,0
6412,10195,-0.4347826086956521,-1,1
10187,13289,0.4347826086956521,-4,1
3448,10133,-0.4347826086956521,8,0
4067,10345,-0.4347826086956521,-9,1
9714,12825,0.4347826086956521,-4,1
9624,10046,-0.4347826086956521,-1,1
4785,9709,-0.4347826086956521,-11,1
10200,26317,0.4347826086956521,-1,1
9783,25450,0.4347826086956521,-1,1
1131,10272,-0.4347826086956521,-12,1
3406,10303,-0.4347826086956521,-1,1
4526,10007,-0.4347826086956521,-2,1
151,4343,-0.4347826086956521,-10,1
8071,10228,-0.4347826086956521,-2,1
1285,9799,-0.4347826086956521,-8,1
6833,10369,-0.4347826086956521,-3,1
1384,6527,-0.4344827586206896,-3,1
1384,6527,-0.4344827586206896,-3,1
773,14037,-0.4343339587242026,-18,1
773,14037,-0.4343339587242026,-18,1
8,1147,-0.4342582746892281,-26,1
8,1147,-0.4342582746892281,-26,1
398,5864,-0.4341880341880341,-7,1
398,5864,-0.4341880341880341,-7,1
5790,17375,0.4339622641509434,-1,1
7882,17830,0.4333333333333333,-3,1
4995,9890,0.4333333333333333,6,0
3487,8109,-0.4333333333333333,-7,1
3880,12076,-0.4333333333333333,-3,1
8063,12479,-0.4333333333333333,-2,1
7926,22166,0.4333333333333333,-1,1
838,3793,-0.4333333333333333,-8,1
5179,16805,0.4333333333333333,-1,1
5190,16817,0.4333333333333333,-1,1
8063,12479,-0.4333333333333333,-2,1
8115,8437,-0.4333333333333333,-4,1
8115,8437,-0.4333333333333333,-4,1
8054,14072,-0.4333333333333333,-1,1
8054,14072,-0.4333333333333333,-1,1
8126,20297,0.4333333333333333,-3,1
3880,12076,-0.4333333333333333,-3,1
165,2961,-0.4331723027375201,-12,1
165,2961,-0.4331723027375201,-12,1
1369,4506,-0.4328358208955223,-3,1
6348,8123,0.4324324324324324,-2,1
1607,11397,-0.4324324324324324,-8,1
6397,12760,-0.4324324324324324,-6,1
8204,19846,0.4324324324324324,-1,1
2767,6397,-0.4324324324324324,-9,1
4134,11852,0.4324324324324324,-6,1
6368,10848,0.4324324324324324,-1,1
6397,12760,-0.4324324324324324,-6,1
1607,11397,-0.4324324324324324,-8,1
8403,19186,0.4324324324324324,-4,1
5654,5733,0.4322916666666666,-2,1
5654,5733,0.4322916666666666,-2,1
8356,8940,0.4322860238353196,-8,1
8356,8940,0.4322860238353196,-8,1
3730,13867,0.4320987654320987,-7,1
2756,10187,-0.4318840579710145,-3,1
2756,10187,-0.4318840579710145,-3,1
1152,1155,-0.4318610129564194,-13,1
1152,1155,-0.4318610129564194,-13,1
2151,14682,0.4318181818181818,-7,1
5298,5812,0.4318181818181818,-2,1
7226,18761,0.4318181818181818,-2,1
569,2404,-0.4316546762589928,-4,1
569,2404,-0.4316546762589928,-4,1
2857,15090,0.4313725490196078,-1,1
6111,17693,0.4313725490196078,-1,1
578,5704,0.4313186813186813,-3,1
345,6985,-0.4311224489795918,-21,1
345,6985,-0.4311224489795918,-21,1
2048,12829,-0.4310344827586206,-11,1
2048,12829,-0.4310344827586206,-11,1
5219,5273,0.4310344827586206,-8,1
2200,14708,0.4307692307692308,-5,1
4682,16386,0.4307692307692308,-3,1
2582,2741,-0.4307036247334755,-3,1
2582,2741,-0.4307036247334755,-3,1
4285,10147,0.4305555555555556,-3,1
2163,3782,-0.430379746835443,-7,1
633,1056,-0.4302645029389216,-13,1
633,1056,-0.4302645029389216,-13,1
3200,15284,0.4301075268817204,-3,1
2618,8006,-0.4301075268817204,-5,1
2618,8006,-0.4301075268817204,-5,1
268,1228,0.4298194525334886,6,0
268,1228,0.4298194525334886,6,0
692,4069,-0.4297281665702718,-9,1
692,4069,-0.4297281665702718,-9,1
1717,3317,-0.4295566502463054,-3,1
1717,3317,-0.4295566502463054,-3,1
526,2455,-0.4295125164690382,8,0
526,2455,-0.4295125164690382,8,0
25,323,0.4292365706787093,-4,1
25,323,0.4292365706787093,-4,1
482,970,0.4291383683822927,-8,1
482,970,0.4291383683822927,-8,1
3996,5924,-0.4290947148090005,-5,1
3996,5924,-0.4290947148090005,-5,1
851,7478,-0.428651308432118,-14,1
851,7478,-0.428651308432118,-14,1
8082,8668,0.4285714285714286,-5,1
6760,13497,-0.4285714285714286,-3,1
5097,8657,0.4285714285714286,-3,1
8082,8668,0.4285714285714286,-5,1
3191,4646,-0.4285714285714286,-5,1
6760,13497,-0.4285714285714286,-3,1
5097,8657,0.4285714285714286,-3,1
3191,4646,-0.4285714285714286,-5,1
7475,12231,0.4285714285714285,-2,1
839,8592,-0.4285714285714285,-41,1
8668,23676,0.4285714285714285,-2,1
3635,15571,0.4285714285714285,3,0
6647,10265,0.4285714285714285,3,0
4821,6657,-0.4285714285714285,5,0
2620,4069,-0.4285714285714285,3,0
3180,8352,-0.4285714285714285,-5,1
8224,22800,0.4285714285714285,-1,1
4360,4926,-0.4285714285714285,-3,1
4837,16506,0.4285714285714285,-2,1
6815,20941,0.4285714285714285,-1,1
6819,20943,0.4285714285714285,-4,1
6667,20591,0.4285714285714285,-1,1
3006,8918,-0.4285714285714285,-4,1
4173,12737,0.4285714285714285,10,0
4084,8763,0.4285714285714285,-2,1
6832,20974,0.4285714285714285,-1,1
2138,9130,0.4285714285714285,-12,1
6421,8931,0.4285714285714285,-1,1
6221,8850,0.4285714285714285,-2,1
893,1043,-0.4283264911857039,-3,1
893,1043,-0.4283264911857039,-3,1
926,1995,-0.4278350515463918,-6,1
926,1995,-0.4278350515463918,-6,1
2119,3801,-0.4273735810113518,-12,1
2119,3801,-0.4273735810113518,-12,1
3116,15242,0.4270833333333333,-1,1
1149,13669,-0.426829268292683,-7,1
1149,13669,-0.426829268292683,-7,1
2517,3517,0.4267884322678843,-8,1
2517,3517,0.4267884322678843,-8,1
1788,5212,-0.4265873015873016,-6,1
1788,5212,-0.4265873015873016,-6,1
461,3771,-0.4264121264121264,-17,1
461,3771,-0.4264121264121264,-17,1
1065,3735,-0.4262939506442454,-63,1
1065,3735,-0.4262939506442454,-63,1
467,2500,-0.4262387387387387,-13,1
467,2500,-0.4262387387387387,-13,1
521,654,-0.4258225616921269,-4,1
521,654,-0.4258225616921269,-4,1
6826,18358,0.425531914893617,-1,1
6644,18176,0.425531914893617,-3,1
438,6659,-0.425531914893617,-5,1
5767,13274,-0.425,-3,1
5767,13274,-0.425,-3,1
7755,19366,0.425,-1,1
5849,19625,0.425,-1,1
8001,19630,0.425,-1,1
7961,19602,0.425,-1,1
5678,11098,0.425,5,0
5781,6990,0.425,-7,1
865,1174,-0.4249577431951972,-4,1
865,1174,-0.4249577431951972,-4,1
4212,15990,0.4246575342465753,-3,1
7180,21363,0.4242424242424242,-1,1
7127,12087,-0.4242424242424242,-1,1
7127,12087,-0.4242424242424242,-1,1
320,921,0.4241316270566727,-143,1
851,11316,-0.4241272035948842,-17,1
851,11316,-0.4241272035948842,-17,1
1128,2460,-0.4240506329113924,8,0
1128,2460,-0.4240506329113924,8,0
213,477,0.4238975817923186,-24,1
5287,15398,0.423728813559322,3,0
5395,16995,0.423728813559322,-2,1
3578,15526,0.4235294117647059,-3,1
2650,14960,0.4234234234234234,-3,1
2120,9090,0.4233333333333333,-5,1
2120,9090,0.4233333333333333,-5,1
1708,8209,0.4233128834355828,-2,1
733,8213,-0.4232649071358749,-20,1
733,8213,-0.4232649071358749,-20,1
8720,23786,0.4230769230769231,-1,1
4265,9148,-0.4230769230769231,-6,1
8735,23834,0.4230769230769231,-2,1
4419,5708,0.4230769230769231,8,0
9072,13608,0.4230769230769231,-3,1
9124,22354,0.4230769230769231,-3,1
351,8739,-0.4230769230769231,-2,1
1823,14549,0.4230769230769231,-8,1
454,8708,-0.4230769230769231,-6,1
1399,14540,0.4230769230769231,-1,1
2464,8978,-0.4230769230769231,-3,1
8993,20150,0.4230769230769231,-6,1
8608,9226,-0.4230769230769231,-4,1
2342,2744,-0.4230072463768116,5,0
2342,2744,-0.4230072463768116,5,0
204,4240,-0.4228021978021978,-6,1
204,4240,-0.4228021978021978,-6,1
3376,4171,-0.4227574750830564,-4,1
3376,4171,-0.4227574750830564,-4,1
139,609,0.4226146022262527,-6,1
139,609,0.4226146022262527,-6,1
1785,2419,-0.4224137931034483,-5,1
1785,2419,-0.4224137931034483,-5,1
5290,8798,-0.4222839016653449,-10,1
5290,8798,-0.4222839016653449,-10,1
2542,6972,-0.4222222222222222,-4,1
7251,11243,0.4222222222222222,8,0
3111,7153,-0.4222222222222222,-12,1
498,1922,-0.4220183486238532,-14,1
2277,7567,0.421875,-8,1
475,14158,0.4218009478672986,-9,1
1954,14590,0.4217687074829932,-1,1
843,5481,0.4214285714285714,-12,1
5554,10138,0.4210526315789473,-5,1
284,1891,-0.4210526315789473,6,0
4385,5966,0.4210526315789473,-4,1
4385,5966,0.4210526315789473,-4,1
1731,8183,-0.4210526315789473,-10,1
5459,17061,0.4210526315789473,-1,1
6064,11339,0.4210526315789473,-6,1
5454,12233,0.4210526315789473,8,0
3114,4261,-0.4209546211898461,-3,1
3114,4261,-0.4209546211898461,-3,1
1919,4503,-0.4208277957091323,-7,1
1919,4503,-0.4208277957091323,-7,1
1551,4992,0.4206730769230768,-10,1
1551,4992,0.4206730769230768,-10,1
1018,3003,0.4206521739130435,-3,1
1018,3003,0.4206521739130435,-3,1
1955,2503,-0.4205607476635514,-3,1
1955,2503,-0.4205607476635514,-3,1
3163,8542,-0.4202898550724637,-3,1
3163,8542,-0.4202898550724637,-3,1
4470,16197,0.4202898550724637,-1,1
4525,5109,-0.42,-3,1
4525,5109,-0.42,-3,1
3585,4531,-0.42,-9,1
6309,17855,0.42,-1,1
1222,14328,0.419811320754717,-2,1
4844,7647,-0.4193548387096774,-2,1
92,1850,-0.4193548387096774,-11,1
7431,20224,0.4193548387096774,-1,1
7471,18281,0.4193548387096774,-3,1
7471,9937,-0.4193548387096774,-1,1
7471,9937,-0.4193548387096774,-1,1
121,1822,-0.4191088444318347,-4,1
121,1822,-0.4191088444318347,-4,1
16,818,-0.4190593644082016,-25,1
16,818,-0.4190593644082016,-25,1
2815,15068,0.419047619047619,3,0
889,1014,0.4189944134078212,-6,1
889,1014,0.4189944134078212,-6,1
691,1561,0.4189795346229324,-20,1
691,1561,0.4189795346229324,-20,1
4283,4635,0.4189189189189189,-3,1
2541,14897,0.4188034188034188,-1,1
11,320,0.41875,-58,1
7481,14028,0.4186046511627907,-3,1
5338,8804,0.4186046511627907,5,0
729,5021,-0.4185022026431718,-3,1
729,5021,-0.4185022026431718,-3,1
1258,9857,-0.4182716049382716,-7,1
1258,9857,-0.4182716049382716,-7,1
3746,4164,-0.4181818181818181,-17,1
4745,16439,0.417910447761194,-1,1
4012,15832,0.4177215189873418,-2,1
2377,2715,0.4177215189873418,-3,1
2377,2715,0.4177215189873418,-3,1
2022,7810,-0.4174757281553398,3,0
2022,7810,-0.4174757281553398,3,0
1362,2919,-0.4174757281553398,-3,1
776,12968,-0.4174311926605504,-2,1
776,12968,-0.4174311926605504,-2,1
2629,14945,0.417391304347826,-7,1
1569,10263,0.4173228346456692,8,0
1340,14213,0.4171428571428571,3,0
614,5898,-0.416988416988417,-10,1
614,5898,-0.416988416988417,-10,1
3926,5390,-0.4168877099911583,-3,1
3926,5390,-0.4168877099911583,-3,1
776,11687,-0.4167758846657929,-14,1
776,11687,-0.4167758846657929,-14,1
9676,22288,0.4166666666666667,-1,1
8722,20412,0.4166666666666667,-4,1
9049,9343,-0.4166666666666667,3,0
1638,9378,-0.4166666666666667,-13,1
6690,18214,0.4166666666666667,-1,1
3939,9384,-0.4166666666666667,-2,1
6266,11085,0.4166666666666667,-2,1
546,8894,-0.4166666666666667,-14,1
9684,26987,0.4166666666666667,-1,1
9412,26336,0.4166666666666667,-1,1
3930,6669,-0.4166666666666667,-5,1
9492,26530,0.4166666666666667,-1,1
9085,20846,0.4166666666666667,-1,1
6658,18190,0.4166666666666667,-1,1
4724,4913,0.4166666666666667,9,0
141,9511,-0.4166666666666667,-38,1
9564,26700,0.4166666666666667,-1,1
8811,10161,0.4166666666666667,-2,1
6149,9560,-0.4166666666666667,-3,1
9424,26387,0.4166666666666667,-1,1
405,9141,-0.4166666666666667,-13,1
7168,9492,0.4166666666666666,-2,1
9617,11392,-0.4166666666666666,-3,1
9159,9684,0.4166666666666666,-2,1
9617,11392,-0.4166666666666666,-3,1
5381,6481,0.4166666666666666,-3,1
5381,6481,0.4166666666666666,-3,1
7168,9492,0.4166666666666666,-2,1
9159,9684,0.4166666666666666,-2,1
1930,14803,0.416,4,0
953,14260,0.416,-3,1
820,879,-0.4159976211715729,-5,1
820,879,-0.4159976211715729,-5,1
4151,15937,0.4155844155844156,-1,1
6026,17604,0.4150943396226415,-1,1
4190,8930,0.4150943396226415,5,0
5508,6049,-0.4150943396226415,-2,1
6104,17688,0.4150943396226415,-1,1
3243,15313,0.4148936170212766,-1,1
2336,12670,-0.4147150663544106,-2,1
2336,12670,-0.4147150663544106,-2,1
5509,19421,0.4146341463414634,-1,1
7856,19478,0.4146341463414634,-1,1
2444,6010,0.4146341463414634,-2,1
2287,3072,0.4144144144144144,-3,1
2721,14192,0.4144144144144144,5,0
5540,6787,0.4142736486486487,-9,1
5540,6787,0.4142736486486487,-9,1
4505,8321,-0.4142241379310344,-5,1
4505,8321,-0.4142241379310344,-5,1
3064,15217,0.4141414141414141,-1,1
1941,10553,-0.4140468227424749,-9,1
1941,10553,-0.4140468227424749,-9,1
3574,4511,0.4137931034482758,11,0
7680,22641,0.4137931034482758,-1,1
2048,5625,0.4137931034482758,-18,1
8053,9691,0.4137931034482758,-1,1
7941,15810,0.4137931034482758,3,0
3734,7997,-0.4137931034482758,-8,1
7777,15217,0.4137931034482758,-1,1
6153,8034,-0.4137931034482758,-8,1
870,4441,0.4136690647482014,-5,1
977,14307,0.4133333333333333,-1,1
6910,18455,0.4130434782608695,-1,1
555,2767,-0.4128440366972477,-9,1
3449,15525,0.4126984126984127,3,0
1150,2530,-0.4125115874041405,-10,1
1150,2530,-0.4125115874041405,-10,1
2149,15269,0.4123711340206185,-4,1
1531,14434,0.412087912087912,-2,1
2678,3623,-0.4119718309859155,-4,1
2678,3623,-0.4119718309859155,-4,1
4037,13865,-0.4118773946360153,-17,1
4037,13865,-0.4118773946360153,-17,1
2453,6201,-0.4117647058823529,-4,1
4465,6462,-0.4117647058823529,-3,1
2453,6201,-0.4117647058823529,-4,1
1465,6830,-0.4117647058823529,6,0
9548,21387,0.4117647058823529,-1,1
4369,17869,0.4117647058823529,-5,1
6228,17794,0.4117647058823529,-2,1
6400,17929,0.4117647058823529,-1,1
1124,1904,0.4116679132385938,6,0
1124,1904,0.4116679132385938,6,0
1329,4399,-0.4113545816733068,-7,1
1329,4399,-0.4113545816733068,-7,1
3494,15468,0.4111111111111111,-3,1
3519,15486,0.4111111111111111,-2,1
1708,14535,0.4110429447852761,-2,1
2044,2350,0.4109907120743034,-3,1
2044,2350,0.4109907120743034,-3,1
1721,6612,0.4107142857142857,-2,1
785,1269,-0.410377358490566,-1,1
785,1269,-0.410377358490566,-1,1
8451,20116,0.4102564102564102,-1,1
8340,20007,0.4102564102564102,-3,1
1174,8429,-0.4102564102564102,-5,1
4089,9282,0.4102564102564102,-3,1
287,8140,-0.4102564102564102,-10,1
8622,20292,0.4102564102564102,-1,1
204,8526,-0.4102564102564102,-5,1
3508,8462,-0.4102564102564102,-13,1
5684,7108,0.4102564102564102,4,0
1592,14463,0.4101123595505618,-6,1
3244,10288,-0.4100449775112443,-6,1
3244,10288,-0.4100449775112443,-6,1
1719,6408,-0.4100271002710027,-8,1
1719,6408,-0.4100271002710027,-8,1
483,862,-0.4100142669286502,-45,1
483,862,-0.4100142669286502,-45,1
3217,3414,0.4098893949251789,-5,1
3217,3414,0.4098893949251789,-5,1
5346,6137,0.4098360655737705,7,0
293,5261,-0.4098360655737705,-44,1
979,5288,-0.4098360655737705,-6,1
5261,16878,0.4098360655737705,-2,1
5286,16900,0.4098360655737705,-2,1
1852,7180,-0.4096337972559472,-11,1
1852,7180,-0.4096337972559472,-11,1
2415,12050,0.4095238095238095,-1,1
5221,7492,-0.4090909090909091,-2,1
7633,19205,0.4090909090909091,-3,1
7609,19172,0.4090909090909091,-1,1
7626,8875,0.4090909090909091,-2,1
5042,18946,0.4090909090909091,-1,1
7446,14137,0.4090909090909091,-3,1
7333,18896,0.4090909090909091,-1,1
7299,18855,0.4090909090909091,-1,1
4477,16476,0.4090909090909091,-4,1
7402,7902,0.4090909090909091,-6,1
5020,12817,-0.409090909090909,-1,1
5020,12817,-0.409090909090909,-1,1
21,9232,-0.4088331293349653,-58,1
21,9232,-0.4088331293349653,-58,1
4511,5755,-0.4081632653061224,3,0
4511,5755,-0.4081632653061224,3,0
1082,6600,-0.4081632653061224,-6,1
874,7128,0.4080357142857143,-1,1
874,7128,0.4080357142857143,-1,1
4220,8299,0.4078947368421052,-3,1
3712,16024,0.4078947368421052,-3,1
2000,15192,0.4077669902912621,3,0
8642,11001,-0.4076923076923077,-8,1
8642,11001,-0.4076923076923077,-8,1
8626,17305,0.4074074074074074,-1,1
1485,14422,0.4074074074074074,-4,1
8704,16531,0.4074074074074074,-1,1
4080,10259,0.4074074074074074,5,0
6350,8445,-0.4074074074074074,-1,1
8573,10324,0.4074074074074074,-4,1
6105,17689,0.4074074074074074,-1,1
6130,17710,0.4074074074074074,-3,1
6130,17709,0.4074074074074074,-4,1
3201,4023,-0.4074074074074074,-7,1
6075,11781,0.4074074074074074,8,0
637,8357,-0.4074074074074074,-11,1
7019,8334,-0.4074074074074074,-4,1
8278,12813,0.4074074074074074,-2,1
8152,23810,0.4074074074074074,-1,1
3715,8585,-0.4074074074074074,-7,1
4461,6657,-0.4072494669509594,-1,1
4461,6657,-0.4072494669509594,-1,1
1054,2268,0.4071999170038385,-2,1
1054,2268,0.4071999170038385,-2,1
1747,11956,0.4071856287425149,-6,1
3703,6589,-0.4067796610169492,-2,1
1608,14469,0.4067796610169492,-5,1
3703,6589,-0.4067796610169492,-2,1
77,462,0.4066445182724252,21,0
3472,15455,0.4065934065934066,-2,1
3276,8710,-0.4064685314685314,3,0
3276,8710,-0.4064685314685314,3,0
2384,14801,0.40625,-5,1
6908,21614,0.40625,-2,1
1645,6918,-0.40625,-14,1
7071,22024,0.40625,-1,1
6964,17487,0.40625,-1,1
6921,9606,0.40625,5,0
3297,9382,0.40625,-3,1
263,856,-0.4062078272604589,-9,1
263,856,-0.4062078272604589,-9,1
570,4589,-0.4059153960793305,-5,1
570,4589,-0.4059153960793305,-5,1
756,4784,-0.4057971014492754,-7,1
4703,16400,0.4057971014492754,-1,1
3077,4639,-0.4057971014492754,-3,1
3077,4639,-0.4057971014492754,-3,1
4763,16448,0.4057971014492754,-4,1
2882,15103,0.4056603773584906,-1,1
5985,20494,0.4054054054054054,-2,1
5329,9041,-0.4054054054054054,-3,1
9143,9260,-0.4054054054054054,-5,1
6046,9792,0.4054054054054054,-5,1
4442,16176,0.4054054054054054,-1,1
6149,9114,0.4054054054054054,-4,1
8844,9115,-0.4054054054054054,-3,1
3834,15709,0.4047619047619047,-1,1
523,8002,-0.4047619047619047,-12,1
7808,19432,0.4047619047619047,-1,1
7928,17754,0.4047619047619047,-3,1
2578,3639,-0.4044943820224719,-4,1
2925,6563,-0.4044444444444444,-3,1
2925,6563,-0.4044444444444444,-3,1
1386,7194,-0.4042553191489361,-7,1
6825,7195,-0.4042553191489361,-1,1
7096,17338,0.4042553191489361,-2,1
1197,9802,-0.4041231663803356,-6,1
1197,9802,-0.4041231663803356,-6,1
1953,8827,-0.4038461538461538,-3,1
1953,8827,-0.4038461538461538,-3,1
631,4463,-0.4036458333333333,-5,1
631,4463,-0.4036458333333333,-5,1
5459,17294,0.4035087719298245,-1,1
2618,11240,-0.4034595605423094,-8,1
2618,11240,-0.4034595605423094,-8,1
2331,5327,-0.4032258064516129,-9,1
2736,5383,-0.4032258064516129,-4,1
4001,4554,0.4032258064516129,-2,1
4001,4554,0.4032258064516129,-2,1
1435,2401,0.4030843373493976,-5,1
1435,2401,0.4030843373493976,-5,1
2782,11941,-0.4030365769496205,-12,1
2782,11941,-0.4030365769496205,-12,1
4858,16528,0.4029850746268656,3,0
538,14168,0.4029484029484029,-6,1
2932,3571,0.4027777777777778,5,0
3372,13057,-0.4025974025974026,-11,1
3372,13057,-0.4025974025974026,-11,1
4199,15979,0.4025974025974026,-4,1
4416,6596,0.4025924513915364,-3,1
4416,6596,0.4025924513915364,-3,1
491,14160,0.4023255813953488,-3,1
6809,9053,-0.4023255813953488,-13,1
6809,9053,-0.4023255813953488,-13,1
6162,7636,0.4014447884416925,-6,1
6162,7636,0.4014447884416925,-6,1
1323,7200,-0.4014084507042254,-3,1
2168,14694,0.4014084507042254,5,0
1323,7200,-0.4014084507042254,-3,1
2052,5150,0.4013605442176871,-12,1
863,933,0.401079064543303,-12,1
863,933,0.401079064543303,-12,1
5077,8943,-0.4007936507936508,-1,1
5077,8943,-0.4007936507936508,-1,1
310,13500,-0.4005102040816326,-7,1
310,13500,-0.4005102040816326,-7,1
1066,2243,0.4002604731929672,-14,1
1066,2243,0.4002604731929672,-14,1
4798,5550,0.4,-2,1
7007,8148,-0.4,-11,1
7387,7614,0.4,-3,1
2299,8973,-0.4,-15,1
3148,8772,-0.4,-4,1
7528,16859,0.4,-1,1
8551,20218,0.4,-7,1
2214,8078,-0.4,-7,1
8983,20079,0.4,4,0
1163,9056,0.4,-3,1
7387,7614,0.4,-3,1
280,8139,-0.4,-15,1
1461,5848,0.4,-3,1
7517,18423,0.4,-2,1
4036,4383,0.4,-6,1
9053,26279,0.4,-4,1
8775,14866,0.4,-2,1
8760,24701,0.4,-1,1
9316,12603,0.4,-4,1
4038,9300,0.4,-1,1
2214,8078,-0.4,-7,1
6875,10682,0.4,-4,1
7052,8817,-0.4,-1,1
8939,25936,0.4,-1,1
7318,14048,-0.4,-1,1
7397,23040,0.4,-1,1
4038,9300,0.4,-1,1
4036,4383,0.4,-6,1
1640,8645,-0.4,-12,1
2523,9079,-0.4,-3,1
1036,8250,-0.4,-9,1
9018,22387,0.4,-3,1
5467,11770,-0.4,-3,1
4798,5550,0.4,-2,1
177,6123,-0.4,-27,1
7334,18899,0.4,-2,1
7285,18832,0.4,-2,1
2554,6037,-0.4,17,0
1163,9056,0.4,-3,1
7834,9262,-0.4,-7,1
5463,8374,0.4,-3,1
1487,5550,-0.4,-7,1
3669,3980,-0.4,-2,1
827,8888,-0.4,-17,1
5651,5967,-0.4,-2,1
5660,17253,0.4,-5,1
7614,23560,0.4,-2,1
9519,21350,0.4,-1,1
9002,10982,0.4,-4,1
4427,16164,0.4,3,0
9025,18534,0.4,-3,1
5651,5967,-0.4,-2,1
7318,14048,-0.4,-1,1
5467,11770,-0.4,-3,1
9066,9949,0.4,-1,1
5615,18291,0.4,3,0
78,441,0.3999883380224202,-7,1
78,441,0.3999883380224202,-7,1
1480,1897,0.3996265172735761,-4,1
1480,1897,0.3996265172735761,-4,1
1357,3354,0.3995752427184466,-3,1
1357,3354,0.3995752427184466,-3,1
884,7445,-0.3995594713656387,-19,1
884,7445,-0.3995594713656387,-19,1
471,14157,0.3991031390134529,-10,1
1744,4101,0.3987955838072934,11,0
1744,4101,0.3987955838072934,11,0
5423,9681,0.3984962406015038,-4,1
5423,9681,0.3984962406015038,-4,1
2170,8413,-0.3982793522267207,-8,1
2170,8413,-0.3982793522267207,-8,1
1524,1928,0.3982312012742057,-19,1
1524,1928,0.3982312012742057,-19,1
1787,4271,0.3981542518127883,4,0
1787,4271,0.3981542518127883,4,0
2900,15113,0.3981481481481481,-1,1
2445,15140,0.3981481481481481,-3,1
2622,14694,0.3979591836734694,5,0
6994,8678,-0.3979591836734694,-12,1
6994,8678,-0.3979591836734694,-12,1
3710,15622,0.3977272727272727,-2,1
3907,12671,0.3975903614457831,-6,1
4489,16214,0.3972602739726027,-3,1
917,2849,-0.3972602739726027,-13,1
4212,11993,0.3972602739726027,-7,1
4528,16246,0.3972602739726027,-5,1
545,4675,-0.3970585247933045,-33,1
545,4675,-0.3970585247933045,-33,1
2116,10231,-0.3969038208168642,-21,1
2116,10231,-0.3969038208168642,-21,1
2081,5220,-0.3968253968253968,-12,1
1180,5254,-0.3968253968253968,-7,1
4687,16922,0.3968253968253968,4,0
4837,13865,0.3968253968253968,-4,1
2904,10587,-0.3967391304347826,-9,1
