node1,node2,flow,AFRC,class
306,79204,-0.0070926529530178,-31,1
307,16792,-0.0093151197236465,-19,1
258,640,-0.0782766999922227,-34,1
308,976,-0.1560810945770498,-41,1
62,309,0.2126208956341813,-23,1
310,10043,0.0682356623752286,-13,1
312,423,0.3401778180764919,-30,1
64,12417,-0.2886298484759843,-87,1
8,33235,-0.0724982715672427,-126,1
28,313,0.0208569665850697,-236,1
314,979,-0.0891334442393475,-28,1
107,315,0.0163317089093408,-112,1
316,65888,0.1974702661884085,-59,1
17,81,0.0250604919415313,-114,1
317,29798,-0.2276212951135552,-9,1
318,5035,-0.0369052207745812,-87,1
319,7605,0.2196908879843034,-9,1
79,129,-0.0765127451694194,-109,1
233,320,0.0581874080687111,-70,1
321,108994,0.1484022616098088,-17,1
107,322,0.0170118424756316,-105,1
323,475,0.2839454504624054,-23,1
107,324,0.0060436783594209,-127,1
325,108995,-0.1058452586519843,-184,1
35,9007,-0.087729969930996,-291,1
326,7755,-0.2908986819331647,-6,1
327,28689,0.2915214866434378,-113,1
32,284,0.0436153215010579,-49,1
328,411,0.2205190238245022,-40,1
284,3194,-0.1433255379870698,-24,1
55,7652,0.0826968875749363,-41,1
190,512,0.4454693478645024,-15,1
120,108996,0.2140425531914893,-18,1
17,385,0.0014854351934656,-139,1
329,36374,-0.0418046187986937,-12,1
35,17799,-0.0596106090982249,-289,1
125,331,0.0091866230427594,-29,1
273,332,-0.0408487014791278,-41,1
333,10043,-0.0894497458307321,-64,1
334,73603,-0.3353434623947121,-22,1
335,11166,-0.7473841554559043,-17,1
336,365,-0.0118941276883945,-37,1
236,337,-0.0827846718566327,-396,1
338,108997,0.0120139812180022,-25,1
230,339,-0.0557808879423124,-88,1
28,42604,-0.0318808186151958,-233,1
340,84510,0.1080401552024657,-37,1
319,341,-0.2055934006715397,-7,1
342,22058,-0.2668473465057324,-27,1
343,529,0.1055733458995673,-161,1
344,28397,0.1369986091073233,4,0
345,979,-0.1611482629261132,-36,1
107,346,0.0036657409745013,-120,1
243,487,-0.329059585831658,-20,1
110,347,-0.1044412688933441,-28,1
258,12476,-0.1791393704226298,-34,1
285,2054,0.0689490223019477,-19,1
24,25498,-0.040484766626543,-93,1
272,48475,0.041573193769854,-140,1
152,6648,-0.1801548713407516,-47,1
316,336,0.0439201335504157,-32,1
324,23874,-0.4038442272306803,-67,1
349,108998,0.2119741100323624,-7,1
12,52792,-0.0893838334414163,-27,1
306,350,-0.2817966369098037,-41,1
351,1581,-0.1036223682367364,-13,1
352,9797,-0.0510233169669978,-36,1
39,7755,-0.1918522918522918,-13,1
64,250,0.0500242778417371,-103,1
98,353,0.0382374991052625,-133,1
63,3697,-0.0700020200857581,-76,1
355,376,-0.2828647927326672,-26,1
302,25728,0.2677518944709514,-28,1
356,688,0.1222050861287295,-71,1
138,357,0.0335870867695777,-163,1
358,477,-0.0209141366939743,-58,1
359,108999,-0.2343218585033429,-14,1
360,84266,0.1327535280603872,-23,1
107,5647,0.0239585963140621,-105,1
107,206,-0.0176683360031856,-109,1
293,361,-0.1827870706862433,-40,1
362,109000,0.0257886830245367,-36,1
363,6413,0.4653221839645843,-18,1
118,3416,0.0126105167567126,-52,1
184,2378,0.0211499022690203,-25,1
