node1,node2,flow,degree,class
11,3022,-0.0296907216494845,77,1
11,3509,0.0824742268041237,54,1
11,3510,0.0103092783505154,48,1
11,3513,-0.0805020170327207,53,1
11,4511,0.0103092783505154,48,1
11,4516,-0.0119129438717067,77,1
11,5343,0.0103092783505154,82,1
11,5369,0.0309278350515463,79,1
11,5371,0.0192546833005736,73,1
12,3595,0.0246913580246913,83,1
13,859,0.0194552529182879,43,1
13,1281,0.0077821011673151,34,1
13,3850,0.1245136186770428,41,1
13,4316,0.6926070038910506,45,1
13,4317,0.1322957198443579,36,1
13,5639,0.0233463035019455,38,1
14,78,0.0077220077220077,298,0
14,300,0.0038610038610038,238,0
14,348,0.0193050193050193,271,0
14,349,0.0038610038610038,286,0
14,357,0.0077220077220077,285,0
14,359,0.0077220077220077,249,0
14,401,0.0115830115830115,293,0
14,605,0.0154440154440154,252,0
14,751,0.0038610038610038,281,0
14,808,0.0115830115830115,307,0
14,1324,-1.4965131244200867e-05,287,0
14,1333,0.0038610038610038,293,0
14,1345,0.0154440154440154,291,0
14,1358,0.0231660231660231,328,0
14,1485,0.0347490347490347,301,0
14,1486,0.0115830115830115,313,0
14,1487,0.0077220077220077,282,0
14,1488,0.0115830115830115,268,0
14,1489,0.0154440154440154,270,0
14,1508,0.0154440154440154,311,0
14,1510,0.0077220077220077,276,0
14,1513,0.0038610038610038,270,0
14,1624,0.0154440154440154,282,0
14,1866,0.0038610038610038,298,0
14,1868,0.0038610038610038,299,0
14,1874,0.0115830115830115,284,0
14,2309,0.0077220077220077,297,0
14,2310,0.0038610038610038,284,0
14,2409,0.0077220077220077,335,0
14,2411,0.0115830115830115,286,0
14,2425,0.0115830115830115,301,0
14,2499,0.0038610038610038,315,0
14,2500,0.0193050193050193,313,0
14,2750,0.0115830115830115,270,0
14,3288,-0.007903702021349,278,0
14,3291,0.0154440154440154,263,0
14,3292,0.0077220077220077,293,0
14,3625,0.0038610038610038,254,0
14,3867,0.0038610038610038,298,0
14,3870,0.0038610038610038,278,0
14,4106,0.0154440154440154,307,0
14,4117,0.0038610038610038,271,0
14,4133,0.0077220077220077,323,0
14,4616,0.0077220077220077,287,0
14,5738,0.0193050193050193,266,0
14,5739,0.0115830115830115,282,0
14,5740,0.0038610038610038,299,0
14,5742,0.0038610038610038,315,0
14,5748,0.0077220077220077,288,0
14,5749,0.0115830115830115,319,0
14,5752,0.0077220077220077,297,0
14,5753,0.0115830115830115,306,0
14,5773,0.0077220077220077,245,0
14,5815,0.0501930501930501,294,0
14,5816,0.0038610038610038,272,0
14,5843,0.0038610038610038,270,0
14,5847,0.0231660231660231,284,0
14,5852,0.027027027027027,311,0
14,5853,0.0193050193050193,319,0
14,5854,0.0077220077220077,274,0
14,5855,0.0077220077220077,293,0
14,6160,0.0308880308880308,289,0
14,6161,0.0038610038610038,257,0
14,6163,0.0463320463320463,304,0
14,6164,0.0038610038610038,285,0
14,6165,0.0038610038610038,269,0
14,6167,0.0077220077220077,270,0
14,6168,0.0115830115830115,295,0
14,6170,0.0733590733590733,278,0
14,6172,0.027027027027027,293,0
14,6237,0.0154440154440154,296,0
14,6238,0.0193050193050193,294,0
14,6239,0.0038610038610038,328,0
14,6240,0.0231660231660231,289,0
14,6241,0.0077220077220077,296,0
14,6243,0.0077220077220077,264,0
14,6245,0.0077220077220077,297,0
14,6246,0.0308880308880308,285,0
14,6250,0.0077220077220077,263,0
15,6073,0.0833333333333333,87,1
16,3722,0.004,235,0
16,5199,0.112,242,0
17,202,0.0077821011673151,50,1
17,520,0.0038910505836575,65,1
17,1148,0.1322957198443579,60,1
17,1393,0.0038910505836575,59,1
17,2186,0.0038910505836575,54,1
17,2943,0.0038910505836575,78,1
17,2944,0.0077821011673151,72,1
17,4936,0.1400778210116731,60,1
17,4940,0.0038910505836575,65,1
17,4956,0.0077821011673151,55,1
17,5017,0.1167315175097276,62,1
17,5021,0.0544747081712062,61,1
17,5090,0.4824902723735408,52,1
17,5091,0.0077821011673151,48,1
17,6085,0.0077821011673151,60,1
19,1715,1.0,46,1
20,2261,0.2857142857142857,7,1
21,303,0.125,64,1
21,865,0.0078125,72,1
21,1835,0.0078125,60,1
21,2200,0.01171875,50,1
21,3058,0.46875,67,1
21,3116,0.0078125,36,1
21,3182,0.0078276994163424,67,1
21,4338,0.0078125,45,1
21,5313,0.01171875,60,1
21,5469,0.01171875,61,1
22,571,0.0040160642570281,235,0
22,1290,0.0040160642570281,269,0
22,2303,0.0080321285140562,234,0
22,2640,0.0160642570281124,252,0
22,3141,0.0040160642570281,243,0
22,3164,0.0040160642570281,236,0
22,3508,0.0040160642570281,253,0
