node1,node2,flow
9309,21064,1.0
12828,11211,1.0
9308,21063,1.0
9307,21062,1.0
6649,18182,1.0
6650,18183,1.0
9305,12488,1.0
9304,11654,1.0
9303,21056,1.0
12832,25392,1.0
2032,14622,1.0
6651,18187,1.0
9302,9052,1.0
2030,14621,1.0
12834,16117,1.0
12835,10309,1.0
6653,16005,1.0
12836,25394,1.0
12837,18702,1.0
6655,18188,1.0
9299,21052,1.0
12838,25395,1.0
9311,7249,1.0
6639,18173,1.0
12872,25440,1.0
12824,25378,1.0
9323,11558,1.0
12810,25357,1.0
12811,23159,1.0
9321,4969,1.0
12812,1717,1.0
9320,21080,1.0
12813,25358,1.0
12814,25362,1.0
9319,21079,1.0
12815,19559,1.0
9318,21078,1.0
9317,21075,1.0
6630,8818,1.0
12816,8173,1.0
9315,15495,1.0
9314,8896,1.0
6632,18165,1.0
12818,25370,1.0
12819,25371,1.0
12820,14575,1.0
12821,25377,1.0
6634,18166,1.0
12823,4057,1.0
12839,3056,1.0
9298,11393,1.0
12840,8175,1.0
9297,21051,1.0
9280,8057,1.0
6676,18208,1.0
9279,21021,1.0
12855,25419,1.0
12856,25420,1.0
12857,25421,1.0
12859,25422,1.0
6682,6864,1.0
6683,9355,1.0
9277,4794,1.0
12860,25423,1.0
6684,3815,1.0
12861,25424,1.0
12862,25427,1.0
9275,7764,1.0
12867,25432,1.0
12868,25434,1.0
9265,21014,1.0
6694,18217,1.0
1980,5750,1.0
12870,25439,1.0
6696,18219,1.0
6697,8262,1.0
9281,20790,1.0
9282,13565,1.0
9283,14194,1.0
6665,18194,1.0
12841,25397,1.0
12843,25398,1.0
9296,1849,1.0
12845,25401,1.0
6662,8443,1.0
12846,2149,1.0
9294,2576,1.0
9293,1522,1.0
12847,16476,1.0
12848,25404,1.0
12849,25405,1.0
12854,10022,1.0
9289,21042,1.0
9288,2419,1.0
2017,14615,1.0
12851,17809,1.0
9287,3973,1.0
12852,3511,1.0
9285,13949,1.0
9284,21031,1.0
12853,25411,1.0
6673,18202,1.0
12937,25518,1.0
12940,4621,1.0
12809,25354,1.0
13018,25626,1.0
1754,10311,1.0
9112,20874,1.0
9110,20873,1.0
6848,5713,1.0
13021,665,1.0
9107,917,1.0
9106,20869,1.0
6851,18380,1.0
9105,20868,1.0
13022,1364,1.0
9104,20865,1.0
13023,23855,1.0
13024,17083,1.0
9103,20863,1.0
13025,13434,1.0
9101,15706,1.0
13026,5921,1.0
9100,2252,1.0
13027,20535,1.0
13028,2822,1.0
9099,20859,1.0
13029,25634,1.0
1739,11080,1.0
13019,25627,1.0
6846,18368,1.0
13031,25635,1.0
13017,25623,1.0
6829,7000,1.0
6831,18361,1.0
13000,25605,1.0
13001,21028,1.0
13002,12586,1.0
1780,1611,1.0
13003,25607,1.0
6834,7630,1.0
6836,17118,1.0
13006,25608,1.0
13007,25610,1.0
1770,12865,1.0
6839,13320,1.0
6840,18365,1.0
6841,18366,1.0
13010,25615,1.0
13011,13318,1.0
1766,511,1.0
13013,25618,1.0
13014,25619,1.0
13015,25620,1.0
6845,11656,1.0
13016,25622,1.0
6856,8268,1.0
13032,9688,1.0
9187,20942,1.0
9084,20835,1.0
9082,20830,1.0
13048,25658,1.0
13049,20725,1.0
9081,10214,1.0
1710,1780,1.0
13051,15902,1.0
9076,20820,1.0
13052,25666,1.0
13053,25667,1.0
13054,25670,1.0
6880,18415,1.0
13055,6053,1.0
6881,18416,1.0
6882,18418,1.0
13056,25674,1.0
1690,11559,1.0
6884,18420,1.0
9071,11087,1.0
6885,18421,1.0
1683,1783,1.0
9070,20812,1.0
13058,25676,1.0
13059,25677,1.0
9083,20834,1.0
13047,6644,1.0
13033,25638,1.0
6872,2144,1.0
6858,10466,1.0
6859,1606,1.0
9097,12087,1.0
9096,20856,1.0
9095,1042,1.0
