node1,node2,flow
32659,75237,1.0
42772,1126,1.0
25142,67927,1.0
16712,3680,1.0
52242,7692,1.0
42735,86506,1.0
52247,97922,1.0
48696,7722,1.0
25973,68645,1.0
39135,35293,1.0
16722,61124,1.0
48695,93615,1.0
29701,2586,1.0
44273,88200,1.0
16727,61126,1.0
16730,40006,1.0
39131,65804,1.0
39796,83001,1.0
48692,7708,1.0
25137,67923,1.0
36515,79363,1.0
38523,80594,1.0
32670,28969,1.0
38522,81508,1.0
37486,1211,1.0
25139,67926,1.0
44733,88750,1.0
6121,3744,1.0
48697,93621,1.0
32665,38324,1.0
48703,20214,1.0
48702,11483,1.0
48701,4230,1.0
16718,8797,1.0
52243,97917,1.0
32666,70565,1.0
48700,49419,1.0
48699,8564,1.0
39133,60738,1.0
32667,75241,1.0
48698,93622,1.0
29704,72234,1.0
32668,75242,1.0
52244,97918,1.0
52245,97919,1.0
29703,36127,1.0
48717,93645,1.0
42770,86540,1.0
39126,36001,1.0
16642,61065,1.0
36526,42004,1.0
48733,42394,1.0
45138,89207,1.0
29719,72250,1.0
52230,97906,1.0
16639,61062,1.0
29717,21317,1.0
38530,79826,1.0
48732,70333,1.0
48718,14369,1.0
42766,56336,1.0
36525,16953,1.0
16647,61069,1.0
16649,10501,1.0
48729,32399,1.0
48728,1374,1.0
16650,61072,1.0
48727,93656,1.0
32651,37722,1.0
48734,93665,1.0
16632,27845,1.0
16631,26317,1.0
52227,39465,1.0
16615,61049,1.0
16616,61050,1.0
42765,86535,1.0
32648,45686,1.0
39121,82213,1.0
35465,78181,1.0
16623,43047,1.0
48735,93669,1.0
6186,3121,1.0
29724,44697,1.0
29723,26187,1.0
36528,79382,1.0
34681,77362,1.0
52229,45995,1.0
36527,79381,1.0
16629,31233,1.0
36523,12862,1.0
48725,93654,1.0
16657,17191,1.0
16672,61088,1.0
48720,92667,1.0
16676,61092,1.0
25968,58440,1.0
38525,81509,1.0
25969,32798,1.0
39124,82215,1.0
